h3_9,n_violations,n_days_active,mean_obstruct_w,mean_pcu,heavy_share,main_road_share,crossing_signal_share,footpath_share,junction_share,peak_share,am_peak_share,pm_peak_share,night_share,weekend_share,mean_expo,hour_entropy,modal_hour,approval_rate,scita_share,impact_sum,lat,lon,dom_station,dom_violation,active_days_ratio,vio_per_active_day,impact_per_violation,log_n,intensity_raw,vol_pct,intensity_pct,expo_pct,persist_pct,impact_score,impact_rank,why
8961892ed47ffff,179,60,0.7636871508379888,0.776536312849162,0.0,0.3743016759776536,0.3016759776536313,0.2011173184357542,0.0,0.5698324022346368,0.5698324022346368,0.0,0.1731843575418994,0.3575418994413408,0.7575418994413408,2.6913209520516728,9,0.6058394160583942,0.9385474860335196,87.49,12.978244654189943,77.62867716871509,Jeevanbheemanagar,WRONG PARKING,0.3973509933774834,2.9833333333333334,0.4887709497206703,5.19295685089021,0.27661831374458484,0.8825966850828729,0.9265982636148382,0.9715864246250987,0.9187056037884768,92.43317998725735,21,high volume · main-road-heavy · near crossing/signal · chronic · peak-exposed
8960145b3a7ffff,4293,142,0.5670859538784067,0.6835080363382251,0.0006988120195667,0.0020964360587002,0.0009317493594223,0.0002329373398555,1.0,0.3787561146051712,0.3787561146051712,0.0,0.2455159562077801,0.2862799906825064,0.6472862799906826,3.411486956707731,7,0.6667981072555205,0.8047985092010249,1085.81,12.999719557605784,77.54972175243967,Rajajinagar,WRONG PARKING,0.9403973509933776,30.232394366197184,0.2529256929885861,8.364973978438726,0.2408345018121605,0.9972375690607734,0.8539857932123125,0.8606945540647198,0.9956590370955012,92.42772064696481,22,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145b5dbffff,1102,108,0.5507259528130671,0.7617967332123412,0.0027223230490018,0.0127041742286751,0.0018148820326678,0.0081669691470054,1.0,0.3847549909255898,0.3784029038112522,0.0063520871143375,0.2359346642468239,0.3747731397459165,0.6745916515426497,3.441535361486116,10,0.7124711316397229,0.913793103448276,308.764,12.972779151724138,77.58047044954628,Upparpet,NO PARKING,0.7152317880794702,10.203703703703704,0.2801851179673321,7.005789019253503,0.23372379613104904,0.9802683504340963,0.8378058405682715,0.9033149171270718,0.9798737174427782,92.33671373166695,23,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8961892ecbbffff,423,71,0.7491725768321512,0.9839243498817968,0.0141843971631205,0.4349881796690307,0.0118203309692671,0.1087470449172576,0.0,0.3191489361702128,0.3191489361702128,0.0,0.1749408983451536,0.5153664302600472,0.6791962174940899,3.41725707534667,7,0.7064846416382252,0.8628841607565012,209.163,12.971125029195957,77.64738325170676,Jeevanbheemanagar,PARKING IN A MAIN ROAD,0.4701986754966887,5.957746478873239,0.4944751773049645,6.049733455231958,0.25970175819336383,0.9427782162588793,0.9017363851617995,0.9100236779794791,0.9386345698500395,92.31230445041713,24,very high volume · main-road-heavy · chronic · peak-exposed
8960145845bffff,345,70,0.6310144927536232,0.832463768115942,0.0,0.0927536231884058,0.0144927536231884,0.0057971014492753,1.0,0.3739130434782609,0.3739130434782609,0.0,0.2463768115942029,0.2840579710144927,0.6539130434782608,3.403950060284126,10,0.6715328467153284,0.8318840579710145,119.06,12.987672307172296,77.5376342907542,Vijayanagara,WRONG PARKING,0.4635761589403973,4.928571428571429,0.3451014492753623,5.846438775057725,0.2998052430921875,0.9299526440410418,0.9435674822415154,0.8681925808997633,0.9374506708760852,91.92837291593155,25,very high volume · junction-adjacent · chronic · peak-exposed
8960145b3afffff,756,89,0.5773809523809523,0.8921957671957672,0.0013227513227513,0.0,0.0,0.0,1.0,0.3505291005291005,0.3505291005291005,0.0,0.2142857142857142,0.2751322751322751,0.6541005291005291,3.1006869922189297,7,0.8260869565217391,0.8624338624338624,254.154,13.002851512698411,77.55010605621693,Malleshwaram,WRONG PARKING,0.5894039735099338,8.49438202247191,0.3361825396825397,6.6293632534374485,0.2457713593965098,0.9692186266771902,0.8666140489344909,0.8705603788476717,0.9593528018942383,91.51792837508174,26,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145b49bffff,876,109,0.5218036529680365,0.8636986301369863,0.0034246575342465,0.0308219178082191,0.0,0.0011415525114155,0.9988584474885844,0.341324200913242,0.341324200913242,0.0,0.1929223744292237,0.2876712328767123,0.6866438356164384,3.385628712958893,11,0.8087431693989071,0.8401826484018264,269.045,12.97138373584475,77.59758747248858,Cubbon Park,NO PARKING,0.7218543046357616,8.036697247706423,0.3071289954337899,6.776506992372183,0.22062173961368686,0.9729676400947119,0.7975532754538279,0.9194948697711128,0.9806629834254144,91.46012657310595,27,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145b5d3ffff,360,88,0.5988888888888889,0.6169444444444444,0.0,0.0,0.0,0.0,0.8222222222222222,0.4416666666666666,0.4416666666666666,0.0,0.0777777777777777,0.3583333333333333,0.7547222222222222,3.226816163496947,9,0.6381322957198443,0.9222222222222224,99.211,12.968540268291925,77.57957247503818,City Market,WRONG PARKING,0.5827814569536424,4.090909090909091,0.2755861111111111,5.8888779583328805,0.22262394945331498,0.9340962904498816,0.803078137332281,0.9731649565903709,0.9581689029202841,91.45227128897571,28,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
89618925363ffff,213,47,0.6422535211267606,0.8380281690140845,0.0093896713615023,0.2018779342723004,0.0,0.2347417840375587,1.0,0.380281690140845,0.3755868544600939,0.0046948356807511,0.1830985915492957,0.4037558685446009,0.67981220657277,3.551511462561701,10,0.7086092715231788,0.9342723004694836,81.292,12.963613716283374,77.64143218255897,Jeevanbheemanagar,NO PARKING,0.3112582781456953,4.531914893617022,0.3816525821596244,5.365976015021851,0.33022807756828054,0.8981846882399369,0.9629044988161011,0.9064719810576164,0.8920678768745067,91.44822643676149,29,high volume · junction-adjacent · chronic · peak-exposed
89618925913ffff,346,81,0.5528901734104046,0.7864161849710983,0.0,0.0289017341040462,0.0057803468208092,0.0,1.0,0.3728323699421965,0.3728323699421965,0.0,0.1618497109826589,0.5838150289017341,0.6939306358381503,3.4229800827290795,11,0.783068783068783,0.907514450867052,108.122,12.931557618786128,77.58376212947977,Jayanagara,NO PARKING,0.5364238410596026,4.271604938271605,0.3124913294797687,5.849324779946859,0.23789567780260262,0.930741910023678,0.8468823993685872,0.9250197316495659,0.9492896606156275,91.21169600668534,30,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
89618925c6bffff,868,101,0.5397465437788018,0.7413594470046083,0.0,0.0564516129032258,0.0046082949308755,0.0011520737327188,0.8928571428571429,0.3536866359447004,0.2707373271889401,0.0829493087557603,0.1762672811059907,0.3986175115207373,0.6922811059907834,4.021806832795704,9,0.7740112994350282,0.9101382488479264,241.129,12.936011521774194,77.61585163801843,Adugodi,NO PARKING,0.6688741721854304,8.594059405940595,0.2777983870967742,6.767343125265392,0.21658412448488218,0.9719810576164167,0.7868981846882399,0.9262036306235202,0.9751381215469613,91.16691095113771,31,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145844bffff,358,62,0.6159217877094972,0.7019553072625698,0.0,0.0558659217877094,0.0,0.0,1.0,0.3575418994413408,0.3575418994413408,0.0,0.2681564245810056,0.2625698324022346,0.6466480446927374,3.6059713582488206,10,0.689873417721519,0.8324022346368715,100.962,12.988813660811076,77.53758424409979,Vijayanagara,WRONG PARKING,0.4105960264900662,5.774193548387097,0.2820167597765363,5.883322388488279,0.2807360361351265,0.9329123914759274,0.930544593528019,0.8567482241515391,0.9222573007103394,91.00617088284481,32,very high volume · junction-adjacent · chronic · peak-exposed
89618925b6fffff,1407,139,0.5896233120113717,0.936176261549396,0.0120824449182658,0.0170575692963752,0.0,0.0,0.9992892679459844,0.3852167732764747,0.3845060412224591,0.0007107320540156,0.3091684434968017,0.3226723525230988,0.6115138592750533,3.539329862926239,10,0.6581196581196581,0.9033404406538736,480.782,12.96484813155883,77.57891700692142,City Market,WRONG PARKING,0.9205298013245032,10.12230215827338,0.3417071783937455,7.249925536717988,0.2591537482693907,0.9861878453038674,0.9001578531965272,0.7758484609313339,0.9940805051302289,90.96392575544907,33,very high volume · junction-adjacent · chronic (active most days) · exposed
8961892598bffff,282,76,0.5294326241134752,0.6996453900709221,0.0035460992907801,0.0212765957446808,0.0141843971631205,0.0141843971631205,1.0,0.4858156028368794,0.4858156028368794,0.0,0.0780141843971631,0.3475177304964539,0.7847517730496454,3.2134262534999207,9,0.7428571428571429,0.8865248226950354,82.045,12.928476393617022,77.58579147234043,Jayanagara,NO PARKING,0.5033112582781457,3.710526315789474,0.2909397163120567,5.645446897643238,0.22342760718399501,0.914759273875296,0.8058405682715075,0.9830307813733228,0.9435674822415154,90.93352103284076,34,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145b09bffff,252,64,0.5396825396825397,0.963095238095238,0.0,0.0396825396825396,0.0039682539682539,0.0039682539682539,1.0,0.4325396825396825,0.4325396825396825,0.0,0.1031746031746031,0.376984126984127,0.7515873015873016,3.0564666233727644,7,0.8301886792452831,0.8373015873015873,96.886,12.987060974206347,77.5802997920635,High ground,NO PARKING,0.423841059602649,3.9375,0.3844682539682539,5.53338948872752,0.23210252403712417,0.9088397790055248,0.8326756116811366,0.9696132596685083,0.926006314127861,90.79123350265073,35,very high volume · junction-adjacent · chronic · peak-exposed
8960145b437ffff,740,96,0.6072972972972973,1.229864864864865,0.054054054054054,0.0405405405405405,0.0,0.0067567567567567,1.0,0.4324324324324324,0.4324324324324324,0.0,0.35,0.2959459459459459,0.6112162162162162,3.3248054415902315,4,0.7392120075046904,0.8837837837837837,324.777,12.975467770270267,77.58160687054054,Upparpet,WRONG PARKING,0.6357615894039735,7.708333333333333,0.4388878378378378,6.608000625296087,0.28126781506363546,0.9684293606945541,0.9317284925019732,0.7742699289660616,0.9682320441988951,90.68955944269347,36,very high volume · junction-adjacent · chronic (active most days) · exposed
8960145a24fffff,2514,112,0.5189737470167065,0.5514717581543358,0.0015910898965791,0.0083532219570405,0.0,0.0035799522673031,1.0,0.2549721559268099,0.2549721559268099,0.0,0.1252983293556085,0.2744630071599045,0.6738663484486873,3.314508943084618,11,0.558244231851435,0.9228321400159109,475.097,12.973552326849342,77.55094984768456,Magadi Road,NO PARKING,0.7417218543046358,22.446428571428573,0.1889805091487669,7.83002808253384,0.21358195772493133,0.9928966061562746,0.7644041041831097,0.9029202841357538,0.9818468823993686,90.56910015680207,37,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145b5d7ffff,695,98,0.6011510791366906,0.6755395683453237,0.0014388489208633,0.014388489208633,0.0,0.0014388489208633,0.9035971223021584,0.4115107913669065,0.4115107913669065,0.0,0.2964028776978417,0.2417266187050359,0.6326618705035971,3.532701443023726,10,0.6745406824146981,0.8489208633093526,160.944,12.96758941959904,77.57786179735743,City Market,WRONG PARKING,0.6490066225165563,7.091836734693878,0.2315741007194244,6.54534966033442,0.2443132784364916,0.9664561957379637,0.8634569850039463,0.824782951854775,0.9711917916337806,90.42049705832909,38,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8960145849bffff,679,100,0.5765832106038291,0.7820324005891016,0.0029455081001472,0.0206185567010309,0.0014727540500736,0.0058910162002945,1.0,0.390279823269514,0.390279823269514,0.0,0.3313696612665684,0.2768777614138439,0.6245949926362298,3.369875298528512,10,0.6205128205128205,0.9617083946980854,190.209,12.972556655847686,77.53796540887652,Vijayanagara,WRONG PARKING,0.6622516556291391,6.79,0.2801310751104565,6.522092798170152,0.25066888432180917,0.9648776637726914,0.8800315706393055,0.8038674033149171,0.97336227308603,90.28328615914319,39,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
8961892e16bffff,1305,117,0.8413793103448276,1.1999233716475095,0.1616858237547892,0.6130268199233716,0.0137931034482758,0.0827586206896551,0.0,0.3524904214559387,0.3524904214559387,0.0,0.3226053639846743,0.3302681992337165,0.5983908045977011,3.5995418784049287,10,0.5868005738880918,0.9164750957854406,800.479,12.996057936999968,77.6681954762887,Mahadevapura,PARKING IN A MAIN ROAD,0.7748344370860927,11.153846153846152,0.6133938697318008,7.174724309836376,0.38217555992222546,0.984214680347277,0.9794790844514601,0.6906077348066298,0.9852012628255722,89.99333592605258,40,very high volume · main-road-heavy · heavy-vehicle · chronic (active most days) · exposed
8961892e01bffff,435,48,0.7144827586206897,1.07816091954023,0.0022988505747126,0.3195402298850575,0.0758620689655172,0.025287356321839,0.0,0.4229885057471264,0.4229885057471264,0.0,0.0091954022988505,0.8344827586206897,0.802528735632184,2.748570177852608,12,0.5098039215686274,0.7770114942528735,278.394,12.995477173478308,77.69541439144045,Mahadevapura,NO PARKING,0.3178807947019867,9.0625,0.6399862068965517,6.077642243349034,0.2157098006690485,0.9443567482241515,0.7837411207576953,0.98973954222573,0.8950276243093923,89.98425403754973,41,very high volume · main-road-heavy · near crossing/signal · chronic · peak-exposed
8961892e927ffff,140,50,0.7192857142857143,1.1421428571428571,0.0142857142857142,0.3214285714285714,0.05,0.0,1.0,0.3214285714285714,0.3214285714285714,0.0,0.2285714285714285,0.4285714285714285,0.65,3.4334830290362044,10,0.4788732394366197,0.9,74.152,12.984546852857145,77.60130734714286,Shivajinagar,WRONG PARKING,0.3311258278145695,2.8,0.5296571428571428,4.948759890378168,0.40320574198484366,0.8593133385951065,0.9857932123125493,0.8571428571428571,0.9009471191791634,89.9337022181769,42,high volume · junction-adjacent · main-road-heavy · near crossing/signal · chronic · peak-exposed
8960145b32bffff,611,97,0.5810147299509002,1.232733224222586,0.0785597381342062,0.0049099836333878,0.0,0.0,0.9869067103109656,0.3142389525368249,0.3142389525368249,0.0,0.2438625204582651,0.4140752864157119,0.6155482815057284,3.431285171116561,6,0.6494845360824743,0.8052373158756138,271.989,13.010832472013094,77.55032603256956,Malleshwaram,WRONG PARKING,0.6423841059602649,6.298969072164948,0.4451538461538461,6.416732282512326,0.25774695861147584,0.9595501183898973,0.8973954222573007,0.7809786898184689,0.9698105761641673,89.86579138590821,43,very high volume · junction-adjacent · chronic (active most days) · exposed
89618925b3bffff,196,37,0.6331632653061224,0.798469387755102,0.0306122448979591,0.0816326530612244,0.0051020408163265,0.0153061224489795,1.0,0.3826530612244898,0.3826530612244898,0.0,0.1683673469387755,0.3265306122448979,0.6704081632653062,2.8852833659614787,8,0.6608695652173913,0.8316326530612245,57.098,12.957273590816326,77.58095280663265,City Market,WRONG PARKING,0.2450331125827814,5.297297297297297,0.2913163265306122,5.2832037287379885,0.29937311309575987,0.8916732438831886,0.9431728492501973,0.8895027624309392,0.8632596685082873,89.64404490141436,44,high volume · junction-adjacent · recurring · peak-exposed
89601458497ffff,439,89,0.5501138952164009,0.7236902050113895,0.0068337129840546,0.0296127562642369,0.0091116173120728,0.0250569476082004,1.0,0.3348519362186788,0.3348519362186788,0.0,0.2414578587699316,0.3530751708428246,0.6387243735763097,3.3455246056181207,11,0.7034482758620689,0.9248291571753986,110.994,12.967736758014984,77.53594023499491,Vijayanagara,NO PARKING,0.5894039735099338,4.932584269662922,0.2528337129840546,6.0867747269123065,0.2381088224893686,0.9447513812154696,0.8480662983425414,0.8397790055248618,0.9593528018942383,89.6339789094175,45,very high volume · junction-adjacent · chronic (active most days) · peak-exposed
