h3_9,dom_station,dom_violation,impact_score,veh_hours_day,cost_inr_day
8960145b49bffff,Cubbon Park,NO PARKING,91.46012657310597,1.7817549668874173,445.43874172185434
8960145b5d3ffff,City Market,WRONG PARKING,91.45227128897572,0.6570264900662252,164.2566225165563
89618925363ffff,Jeevanbheemanagar,NO PARKING,91.44822643676147,0.5383576158940397,134.58940397350995
89618925913ffff,Jayanagara,NO PARKING,91.21169600668534,0.7160397350993377,179.00993377483442
89618925c6bffff,Adugodi,NO PARKING,91.16691095113772,1.5968807947019867,399.2201986754967
8960145844bffff,Vijayanagara,WRONG PARKING,91.0061708828448,0.6686225165562915,167.15562913907286
89618925b6fffff,City Market,WRONG PARKING,90.96392575544908,3.183986754966887,795.9966887417218
8961892598bffff,Jayanagara,NO PARKING,90.93352103284076,0.5433443708609271,135.83609271523179
8960145b09bffff,High ground,NO PARKING,90.79123350265073,0.6416291390728477,160.40728476821192
8960145b437ffff,Upparpet,WRONG PARKING,90.68955944269348,2.150841059602649,537.7102649006622
8960145a24fffff,Magadi Road,NO PARKING,90.56910015680208,3.146337748344371,786.5844370860927
8960145b5d7ffff,City Market,WRONG PARKING,90.42049705832908,1.0658543046357616,266.4635761589404
8960145849bffff,Vijayanagara,WRONG PARKING,90.2832861591432,1.259662251655629,314.91556291390725
8961892e16bffff,Mahadevapura,PARKING IN A MAIN ROAD,89.99333592605258,5.301185430463576,1325.296357615894
8961892e01bffff,Mahadevapura,NO PARKING,89.98425403754973,1.8436688741721854,460.9172185430464
8961892e927ffff,Shivajinagar,WRONG PARKING,89.9337022181769,0.49107284768211923,122.76821192052981
8960145b32bffff,Malleshwaram,WRONG PARKING,89.86579138590821,1.801251655629139,450.3129139072847
89618925b3bffff,City Market,WRONG PARKING,89.64404490141436,0.3781324503311258,94.53311258278146
89601458497ffff,Vijayanagara,NO PARKING,89.6339789094175,0.7350596026490066,183.76490066225165
8960145b557ffff,Upparpet,WRONG PARKING,89.62087623489123,0.5530529801324503,138.26324503311258
8960145b113ffff,Rajajinagar,WRONG PARKING,89.41864880751453,0.7355033112582782,183.87582781456953
8961892ed4fffff,Halasur,PARKING IN A MAIN ROAD,89.09718242221962,0.664635761589404,166.158940397351
8961892e4a7ffff,HAL Old Airport,PARKING IN A MAIN ROAD,88.84706969228198,0.403,100.75
89618925d97ffff,Mico Layout,NO PARKING,88.76950930075729,0.839635761589404,209.908940397351
896014584dbffff,Magadi Road,WRONG PARKING,88.75232327462355,0.5538013245033112,138.4503311258278
89618920927ffff,HAL Old Airport,PARKING IN A MAIN ROAD,88.73187117856764,3.2341854304635764,808.5463576158941
8961892598fffff,Jayanagara,NO PARKING,88.70055964804793,0.6568211920529802,164.20529801324506
8961892e0cfffff,Mahadevapura,NO PARKING,88.68182090290956,2.6229205298013243,655.7301324503311
89618925b6bffff,Halasuru Gate,WRONG PARKING,88.47880272549372,0.3979470198675497,99.48675496688743
896189259c7ffff,Jayanagara,NO PARKING,88.376765670773,0.3796026490066225,94.90066225165562
8961892ed73ffff,Halasur,PARKING IN A MAIN ROAD,88.21640490440555,0.3607748344370861,90.19370860927152
8961892086bffff,Whitefield,PARKING IN A MAIN ROAD,88.16523503931126,1.371609271523179,342.9023178807947
89618924e6fffff,J.P. Nagar,WRONG PARKING,87.74565693731454,0.1838543046357616,45.9635761589404
89618920ac3ffff,Whitefield,PARKING IN A MAIN ROAD,87.70697134945034,0.456569536423841,114.14238410596026
89618925863ffff,Wilson Garden,WRONG PARKING,87.42003474800525,0.37300662251655625,93.25165562913907
8960145a6c7ffff,Basavanagudi,NO PARKING,87.21584192206555,0.2554370860927152,63.8592715231788
8960145b08bffff,Sheshadripuram,NO PARKING,87.15633508396853,0.16503311258278147,41.25827814569537
8960145b10fffff,Vijayanagara,WRONG PARKING,87.141864718616,1.3456887417218544,336.42218543046357
89618925917ffff,Jayanagara,NO PARKING,87.07747210768599,0.4866688741721854,121.66721854304635
896014586d3ffff,Vijayanagara,WRONG PARKING,87.06651355885681,0.5790596026490067,144.76490066225168
89618925b2bffff,City Market,WRONG PARKING,87.03183871785755,3.7415629139072846,935.3907284768211
89618924acbffff,J.P. Nagar,WRONG PARKING,86.83387676268838,0.25434437086092715,63.586092715231786
89601458493ffff,Vijayanagara,WRONG PARKING,86.59787112132963,0.9462847682119206,236.57119205298017
89618925997ffff,Jayanagara,NO PARKING,86.57852969215905,0.23741721854304637,59.35430463576159
8960145868bffff,Vijayanagara,WRONG PARKING,86.46865425014657,0.2720132450331126,68.00331125827815
8960145b5cfffff,Upparpet,WRONG PARKING,86.38982596972205,0.9028344370860928,225.7086092715232
89618925bc7ffff,Wilson Garden,NO PARKING,86.16301645423849,0.3204635761589404,80.1158940397351
89618920973ffff,HAL Old Airport,WRONG PARKING,86.15694877185567,1.5804039735099338,395.10099337748346
89618925b17ffff,Wilson Garden,WRONG PARKING,86.09985166967522,0.2755894039735099,68.89735099337747
89618925b2fffff,City Market,WRONG PARKING,86.09489327603349,1.7920794701986753,448.01986754966885
8960145b1d3ffff,Sheshadripuram,NO PARKING,86.07301520379472,0.40172185430463575,100.43046357615894
8960145b4b7ffff,Halasuru Gate,WRONG PARKING,86.03532909491271,0.4369536423841059,109.23841059602647
89601458627ffff,Rajajinagar,NO PARKING,85.89229775413784,0.3973841059602649,99.34602649006622
8960145b1d7ffff,Rajajinagar,WRONG PARKING,85.88697532420262,0.38903311258278145,97.25827814569536
8960145b56fffff,Magadi Road,NO PARKING,85.83130668835068,0.28742384105960267,71.85596026490067
8960145829bffff,Rajajinagar,NO PARKING,85.48796417436166,0.6324768211920531,158.11920529801327
8960145b4a7ffff,Halasuru Gate,WRONG PARKING,85.44769723700347,0.18874172185430463,47.185430463576154
8960145a2b7ffff,Byatarayanapura,WRONG PARKING,85.33621674119053,2.355701986754967,588.9254966887418
8960145b1c3ffff,Rajajinagar,WRONG PARKING,85.31567284619821,0.25029801324503315,62.57450331125828
8960145b5c7ffff,City Market,WRONG PARKING,85.09250617153717,5.087860927152318,1271.9652317880793
896189259bbffff,Jayanagara,NO PARKING,84.87550201546878,0.7124635761589404,178.1158940397351
89618924ac3ffff,J.P. Nagar,WRONG PARKING,84.69583474746028,0.3105430463576159,77.63576158940398
8960145a69bffff,Basavanagudi,WRONG PARKING,84.66941876209496,1.4445629139072846,361.14072847682115
8961892e28fffff,K.R. Pura,PARKING IN A MAIN ROAD,84.6355065731791,1.2543774834437087,313.5943708609272
8960145b52bffff,Magadi Road,WRONG PARKING,84.40451471249271,1.1213443708609272,280.3360927152318
89618925b33ffff,City Market,WRONG PARKING,84.39642808300795,0.17431788079470198,43.579470198675494
89618920933ffff,HAL Old Airport,PARKING IN A MAIN ROAD,84.30335878647313,0.5653907284768211,141.34768211920527
89618925c63ffff,Adugodi,NO PARKING,84.20818982378651,0.21072847682119206,52.682119205298015
8960145a24bffff,Magadi Road,NO PARKING,83.99861288109581,0.44806622516556294,112.01655629139073
89601458443ffff,Kamakshipalya,WRONG PARKING,83.88861464776166,0.2397682119205298,59.94205298013245
89618926633ffff,Electronic City,PARKING IN A MAIN ROAD,83.86245044362803,0.2816225165562914,70.40562913907284
89601458697ffff,Vijayanagara,WRONG PARKING,83.75723585828794,0.12218543046357615,30.54635761589404
8960145b3a3ffff,Malleshwaram,WRONG PARKING,83.69519857713048,0.14774834437086093,36.937086092715234
89618925b23ffff,City Market,WRONG PARKING,83.68784465018024,0.40910596026490065,102.27649006622516
8960145b187ffff,Magadi Road,WRONG PARKING,83.48494331866931,0.11680794701986753,29.20198675496688
89618924b2fffff,K.S. Layout,PARKING IN A MAIN ROAD,83.35645803477264,0.2161721854304636,54.0430463576159
8961892dd8bffff,Hennuru,NO PARKING,83.3142741364897,0.25347682119205295,63.369205298013235
89618924b63ffff,K.S. Layout,PARKING IN A MAIN ROAD,83.24977657635117,0.4841721854304636,121.04304635761589
89618925bd7ffff,Wilson Garden,NO PARKING,83.09152609159263,0.15117880794701985,37.794701986754966
89601458687ffff,Vijayanagara,WRONG PARKING,83.06703774535904,0.20452980132450332,51.13245033112583
896014586c7ffff,Vijayanagara,WRONG PARKING,83.04074631689738,0.761205298013245,190.30132450331124
8961892ecb3ffff,Jeevanbheemanagar,NO PARKING,82.96294586019917,0.5303112582781457,132.57781456953643
8960145a423ffff,Banashankari,NO PARKING,82.93984287511952,0.43684768211920527,109.21192052980132
8960145b637ffff,High ground,WRONG PARKING,82.8662395115717,0.14264900662251656,35.66225165562914
89618925a7bffff,Ashok Nagar,NO PARKING,82.85618191045505,0.9441854304635762,236.04635761589404
8961892e057ffff,Mahadevapura,NO PARKING,82.7972230989298,0.5984900662251655,149.62251655629137
89618925b8bffff,Wilson Garden,NO PARKING,82.7504409229982,0.19070198675496688,47.675496688741724
8960145862fffff,Rajajinagar,PARKING IN A MAIN ROAD,82.63795789593883,0.3823841059602649,95.59602649006622
89618925ddbffff,Mico Layout,WRONG PARKING,82.5551132703161,0.10982781456953643,27.456953642384107
89618921d13ffff,Whitefield,PARKING IN A MAIN ROAD,82.54183888707203,0.2074503311258278,51.86258278145695
8960145b563ffff,Magadi Road,NO PARKING,82.46380307925926,0.1193774834437086,29.84437086092715
896189218a3ffff,Whitefield,PARKING IN A MAIN ROAD,82.41550167492359,0.3052317880794702,76.30794701986756
8960145a64bffff,V.V.Puram (C.Pet),NO PARKING,82.3433003245482,0.15225165562913906,38.062913907284766
89601458507ffff,Jnanabharathi,NO PARKING,82.33387942001599,0.26807947019867545,67.01986754966886
8960145b1a7ffff,Vijayanagara,NO PARKING,82.31957876761336,0.6811258278145695,170.2814569536424
89618925b67ffff,City Market,WRONG PARKING,82.19245826179592,1.7744238410596025,443.6059602649006
89618925b4fffff,Halasuru Gate,WRONG PARKING,81.89537390365773,0.13635099337748344,34.08774834437086
89618925bc3ffff,Wilson Garden,NO PARKING,81.49652289743756,0.12406622516556293,31.01655629139073
8960145a64fffff,Chamarajpet,WRONG PARKING,81.33191318012915,0.4061059602649007,101.52649006622518
89618921887ffff,Whitefield,WRONG PARKING,81.2500765413743,0.15956953642384106,39.89238410596026
8960145a643ffff,V.V.Puram (C.Pet),NO PARKING,81.21192926597412,0.07433774834437086,18.584437086092716
89618925c7bffff,Adugodi,NO PARKING,81.13709079612845,0.20341059602649006,50.852649006622514
8960145b3b3ffff,Malleshwaram,WRONG PARKING,81.11623137200124,0.14229139072847682,35.5728476821192
8960145b16fffff,Vijayanagara,WRONG PARKING,80.95057524738489,0.17752317880794702,44.38079470198675
89618925b0fffff,City Market,WRONG PARKING,80.89977516902316,0.4901986754966887,122.54966887417218
89618925867ffff,Wilson Garden,NO PARKING,80.89567688807809,0.10762913907284767,26.907284768211916
8960145b58fffff,Chamarajpet,WRONG PARKING,80.6184576105753,0.12458278145695365,31.14569536423841
8960145a26fffff,Vijayanagara,WRONG PARKING,80.59701361716834,0.19441059602649008,48.60264900662252
89618925b0bffff,Wilson Garden,NO PARKING,80.57244355335563,0.5568675496688742,139.21688741721854
8960145b457ffff,Cubbon Park,NO PARKING,80.56297903525575,0.0815430463576159,20.385761589403977
8960145a143ffff,Byatarayanapura,WRONG PARKING,80.55969195146879,0.17113907284768212,42.78476821192053
896189258cfffff,Adugodi,NO PARKING,80.53493862485632,0.0819205298013245,20.480132450331126
8960145a6d7ffff,Basavanagudi,NO PARKING,80.51804485766155,1.4671258278145696,366.7814569536424
8960145b103ffff,Rajajinagar,NO PARKING,80.4099095399487,0.953662251655629,238.41556291390725
8960145b18fffff,Magadi Road,NO PARKING,80.38019476592646,0.5124437086092716,128.11092715231788
89618924adbffff,J.P. Nagar,NO PARKING,80.37228540737624,0.10334437086092715,25.83609271523179
8961892e933ffff,Shivajinagar,WRONG PARKING,80.30889797377034,1.923834437086093,480.95860927152324
8960145b597ffff,V.V.Puram (C.Pet),NO PARKING,80.1989990116431,0.17274172185430464,43.18543046357616
89618924e67ffff,J.P. Nagar,NO PARKING,80.13975134243856,0.08546357615894039,21.365894039735096
8960145a35bffff,Vijayanagara,NO PARKING,80.13251111896274,0.3894370860927152,97.3592715231788
8960145b543ffff,Upparpet,WRONG PARKING,80.08766792917594,6.554072847682119,1638.5182119205297
8960145b433ffff,Upparpet,WRONG PARKING,80.0401345755227,0.4393377483443709,109.83443708609272
8960145b58bffff,Chamarajpet,WRONG PARKING,79.90240618737671,3.5388807947019867,884.7201986754967
89618925367ffff,Halasur,NO PARKING,79.85391362410978,0.23481456953642385,58.70364238410596
8960145b423ffff,Upparpet,NO PARKING,79.73464301558654,1.7623708609271522,440.5927152317881
8960145b41bffff,Cubbon Park,NO PARKING,79.71202276756102,0.32,80.0
8960145b4a3ffff,Halasuru Gate,WRONG PARKING,79.6795888000809,0.08908609271523178,22.271523178807946
8960145b453ffff,Shivajinagar,WRONG PARKING,79.55090955026216,0.07862913907284767,19.65728476821192
8960145b44fffff,High ground,NO PARKING,79.53112857541772,0.45613245033112587,114.03311258278147
89618925c67ffff,Adugodi,WRONG PARKING,79.42759280320142,0.1110066225165563,27.751655629139073
8960145b253ffff,R.T. Nagar,WRONG PARKING,79.19209127979944,0.18158940397350995,45.397350993377486
896189254a3ffff,Bellandur,WRONG PARKING,79.04504916551083,0.3269867549668874,81.74668874172185
8960145b40fffff,Cubbon Park,NO PARKING,78.91142403798861,0.2919205298013245,72.98013245033113
8960145b307ffff,Malleshwaram,WRONG PARKING,78.85297301623828,4.410450331125827,1102.6125827814567
8960145b513ffff,Chamarajpet,NO PARKING,78.84633860645567,0.13673509933774833,34.18377483443708
8961892e3b7ffff,Mahadevapura,PARKING IN A MAIN ROAD,78.73542203860289,3.709271523178808,927.317880794702
89618921d8fffff,Whitefield,PARKING IN A MAIN ROAD,78.66415808060663,0.11900662251655629,29.751655629139073
8961892eca3ffff,Jeevanbheemanagar,NO PARKING,78.65731593011229,1.0515894039735099,262.8973509933775
89618920ba3ffff,HAL Old Airport,NO PARKING,78.59221329216014,0.6833708609271523,170.84271523178808
8960145a22fffff,Vijayanagara,WRONG PARKING,78.09641142403201,1.3389006622516557,334.7251655629139
89618921d1bffff,Whitefield,PARKING IN A MAIN ROAD,77.86298172896582,0.09824503311258279,24.561258278145697
89618925877ffff,Wilson Garden,NO PARKING,77.73802721192146,0.1927748344370861,48.193708609271525
8961892e917ffff,Shivajinagar,WRONG PARKING,77.47315499267432,11.620867549668874,2905.2168874172185
8960145b097ffff,High ground,NO PARKING,77.42160240210666,0.8071655629139073,201.7913907284768
896189264d3ffff,Electronic City,PARKING IN A MAIN ROAD,77.39425841776487,0.11894039735099338,29.735099337748345
89618925b13ffff,Wilson Garden,NO PARKING,77.26544136950076,0.07356291390728477,18.39072847682119
89618925b37ffff,V.V.Puram (C.Pet),WRONG PARKING,77.18186629815766,0.16471523178807948,41.17880794701987
89618925c23ffff,Mico Layout,PARKING IN A MAIN ROAD,77.17884796681912,0.1514701986754967,37.86754966887417
8960145b1b7ffff,Vijayanagara,WRONG PARKING,77.17873194657713,1.4502649006622517,362.5662251655629
89618925c8fffff,Madiwala,NO PARKING,77.05961709975666,0.3566887417218543,89.17218543046357
8961892eeb3ffff,Banaswadi,PARKING IN A MAIN ROAD,77.02568859514417,0.43794701986754964,109.4867549668874
8961892ed1bffff,Halasur,PARKING IN A MAIN ROAD,77.00247972713886,0.23013245033112584,57.533112582781456
8961892582bffff,Wilson Garden,NO PARKING,76.79429149580496,0.32778807947019867,81.94701986754967
8960145b4cbffff,Shivajinagar,WRONG PARKING,76.75254611306444,2.274973509933775,568.7433774834437
8960145940fffff,Yeshwanthpura,PARKING IN A MAIN ROAD,76.70671589455253,0.36526490066225165,91.31622516556291
8960145b467ffff,High ground,WRONG PARKING,76.62254387324201,0.10735099337748345,26.837748344370862
8960145857bffff,Jnanabharathi,PARKING IN A MAIN ROAD,76.56016627414797,0.09152317880794703,22.880794701986755
8961892584bffff,Ashok Nagar,NO PARKING,76.46713690353478,0.21265562913907282,53.16390728476821
89618925a2fffff,Ashok Nagar,NO PARKING,76.33035292488064,0.08582781456953643,21.456953642384107
896014582dbffff,Rajajinagar,WRONG PARKING,76.2199194744206,1.416364238410596,354.091059602649
8960145a32bffff,Byatarayanapura,PARKING IN A MAIN ROAD,76.04107830761649,0.5070529801324504,126.7632450331126
896189264dbffff,Electronic City,PARKING IN A MAIN ROAD,75.9597735433023,0.0775496688741722,19.38741721854305
89618925c07ffff,Madiwala,NO PARKING,75.74093704831378,0.06516556291390728,16.29139072847682
8960145a12fffff,Jnanabharathi,PARKING IN A MAIN ROAD,75.70311647647759,0.08991390728476821,22.478476821192054
8961892e8b7ffff,Halasur,PARKING IN A MAIN ROAD,75.55424047652373,0.09317880794701987,23.294701986754966
89601458683ffff,Vijayanagara,WRONG PARKING,75.51459191788385,0.08013245033112583,20.033112582781456
8960145b0dbffff,High ground,NO PARKING,75.51248690597265,0.06456953642384106,16.142384105960264
8960145b083ffff,High ground,NO PARKING,74.96832992757561,0.08662251655629138,21.655629139072847
89618925bcfffff,Wilson Garden,NO PARKING,74.69082391542528,0.08281456953642384,20.70364238410596
89618925c27ffff,Mico Layout,PARKING IN A MAIN ROAD,74.66476344121371,0.1964701986754967,49.117549668874176
8960145b4c3ffff,Cubbon Park,WRONG PARKING,74.34596193125181,0.052317880794701975,13.079470198675494
89618925d17ffff,Jayanagara,PARKING IN A MAIN ROAD,74.22494291920052,0.15666887417218542,39.16721854304635
8960145b14bffff,Malleshwaram,WRONG PARKING,74.1850237972705,0.11229801324503312,28.07450331125828
8960145b107ffff,Magadi Road,WRONG PARKING,74.16762688466883,0.36107947019867553,90.26986754966889
896189242afffff,HSR Layout,WRONG PARKING,74.13714795384932,1.6026225165562915,400.65562913907286
8961892cc6fffff,K.G. Halli,PARKING IN A MAIN ROAD,74.01049718569317,0.0609205298013245,15.230132450331125
8960145a3b3ffff,Byatarayanapura,PARKING IN A MAIN ROAD,73.7877255833694,0.20933774834437086,52.33443708609271
8961892e47bffff,Mahadevapura,WRONG PARKING,73.68252261557127,0.11627814569536424,29.06953642384106
8960145b483ffff,Cubbon Park,NO PARKING,73.5289923461252,0.3848278145695364,96.20695364238411
8960145a65bffff,V.V.Puram (C.Pet),NO PARKING,73.43168030286736,0.14473509933774834,36.18377483443708
89618924b77ffff,K.S. Layout,PARKING IN A MAIN ROAD,73.31846266747104,0.1499337748344371,37.48344370860927
8961892e4b7ffff,HAL Old Airport,NO PARKING,73.31293609609038,0.0705364238410596,17.6341059602649
8960145901bffff,Jalahalli,WRONG PARKING,73.26512817910337,0.1333112582781457,33.32781456953642
8961892586fffff,Wilson Garden,NO PARKING,73.24306625432851,0.0964635761589404,24.1158940397351
896189209cfffff,HAL Old Airport,WRONG PARKING,73.2272153694316,0.06423841059602649,16.05960264900662
8960145a393ffff,Byatarayanapura,PARKING IN A MAIN ROAD,73.2027316421024,0.45109271523178807,112.77317880794702
89618920aa7ffff,Whitefield,WRONG PARKING,73.04647770078058,0.21896688741721854,54.741721854304636
8960145a26bffff,Vijayanagara,WRONG PARKING,72.84278891316885,3.7433311258278144,935.8327814569536
89618925957ffff,Wilson Garden,NO PARKING,72.83206075433168,0.7601456953642384,190.0364238410596
8961892ccd3ffff,K.G. Halli,PARKING IN A MAIN ROAD,72.75707384934893,0.04817880794701987,12.044701986754967
89618924b2bffff,K.S. Layout,NO PARKING,72.7108095941533,0.16748344370860926,41.870860927152314
8960145a6cbffff,V.V.Puram (C.Pet),NO PARKING,72.6311409704923,0.044304635761589405,11.07615894039735
8960145b14fffff,Rajajinagar,WRONG PARKING,72.61225466413241,0.5897682119205298,147.44205298013244
8961892718fffff,Electronic City,WRONG PARKING,72.50824294656518,0.1841523178807947,46.038079470198674
89618926217ffff,Electronic City,PARKING IN A MAIN ROAD,72.33588312783648,0.2792980132450331,69.82450331125828
896014598dbffff,Chikkabanavara,PARKING IN A MAIN ROAD,72.30303406536719,0.08175496688741722,20.438741721854306
8960145a357ffff,Byatarayanapura,WRONG PARKING,72.14541950355843,0.3189801324503311,79.74503311258277
8960145a133ffff,Kengeri,NO PARKING,71.92345562950237,0.27566225165562913,68.91556291390728
8961892da2bffff,Chikkajala,NO PARKING,71.7659823154912,0.1350794701986755,33.769867549668874
89618920957ffff,HAL Old Airport,WRONG PARKING,71.72715429995485,0.38287417218543046,95.71854304635761
896189264cbffff,Electronic City,PARKING IN A MAIN ROAD,71.70140433376253,0.17596026490066224,43.99006622516556
8960145a2bbffff,Byatarayanapura,NO PARKING,71.61464993933627,0.20264900662251656,50.66225165562914
896014594c3ffff,Sadashivanagar,NO PARKING,71.59837541424207,0.0809271523178808,20.2317880794702
8960169738bffff,Chikkajala,PARKING IN A MAIN ROAD,71.59288452626745,0.09278145695364239,23.195364238410598
89618925453ffff,HAL Old Airport,NO PARKING,71.4994246592016,3.7578410596026486,939.4602649006622
89618920a9bffff,Whitefield,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,71.48675378018585,0.22592715231788077,56.48178807947019
8960145862bffff,Rajajinagar,PARKING IN A MAIN ROAD,71.42251319015026,0.15704635761589403,39.26158940397351
89618925a33ffff,Ashok Nagar,NO PARKING,71.41286725002072,0.26019867549668874,65.04966887417218
8960145867bffff,Rajajinagar,NO PARKING,71.40653457366513,0.17966887417218544,44.91721854304636
8961892e9b7ffff,Cubbon Park,WRONG PARKING,71.32957017955542,0.8721655629139073,218.04139072847684
8960145b37bffff,Yeshwanthpura,PARKING IN A MAIN ROAD,71.24706694879774,0.10511258278145695,26.278145695364238
8960145a0cfffff,Banashankari,PARKING IN A MAIN ROAD,71.22094167359717,0.08819867549668874,22.049668874172184
89601458417ffff,Vijayanagara,WRONG PARKING,71.14648217498318,0.12360264900662253,30.900662251655632
8960145a323ffff,Byatarayanapura,WRONG PARKING,71.05140332074322,0.558364238410596,139.591059602649
89618925b83ffff,Wilson Garden,NO PARKING,71.02435900859483,0.11356953642384107,28.392384105960268
89618925b07ffff,City Market,WRONG PARKING,70.99335813224758,0.21520529801324506,53.801324503311264
896014591b7ffff,Peenya,WRONG PARKING,70.9171383859219,0.12685430463576158,31.713576158940395
89618925ba7ffff,Basavanagudi,NO PARKING,70.89606792985033,0.12350993377483442,30.877483443708606
8960145a66fffff,Chamarajpet,PARKING IN A MAIN ROAD,70.81411071908073,0.09728476821192053,24.321192052980134
8960145b46fffff,High ground,NO PARKING,70.694973998418,0.06344370860927152,15.860927152317881
8961892ec27ffff,Jeevanbheemanagar,NO PARKING,70.68711716223706,0.5666225165562914,141.65562913907283
89601459563ffff,Yeshwanthpura,WRONG PARKING,70.63764964710313,1.254682119205298,313.6705298013245
89618925973ffff,Basavanagudi,NO PARKING,70.53622388670242,0.18788079470198676,46.97019867549669
896014582d3ffff,Rajajinagar,WRONG PARKING,70.49952146558881,0.20721192052980134,51.80298013245034
8960145a223ffff,Vijayanagara,WRONG PARKING,70.28937082590156,1.9427615894039736,485.6903973509934
8960145a427ffff,Banashankari,WRONG PARKING,70.19415805051096,0.03019867549668874,7.549668874172185
896189259a7ffff,Banashankari,NO PARKING,70.06255319050145,0.06132450331125828,15.331125827814569
89601459e93ffff,Chikkabanavara,NO PARKING,70.06248723978571,0.07662251655629139,19.155629139072847
8960145b18bffff,Magadi Road,NO PARKING,70.0609410372628,0.69341059602649,173.3526490066225
8961892e9b3ffff,Shivajinagar,WRONG PARKING,69.73819240018668,0.060132450331125825,15.033112582781456
89618925817ffff,Mico Layout,PARKING IN A MAIN ROAD,69.6341480831966,0.4143907284768212,103.59768211920529
8960145b51bffff,Upparpet,WRONG PARKING,69.58176912887066,0.036026490066225166,9.006622516556291
89618925c2fffff,Mico Layout,PARKING IN A MAIN ROAD,69.43800090058643,0.28899337748344367,72.24834437086092
8960145b547ffff,Chamarajpet,NO PARKING,69.26192606624552,3.064092715231788,766.023178807947
89618920e9bffff,Whitefield,WRONG PARKING,69.25050361226766,0.1067019867549669,26.675496688741724
8960145a27bffff,Vijayanagara,NO PARKING,69.19373010849168,0.37711920529801324,94.27980132450331
8961892abbbffff,K.R. Pura,WRONG PARKING,69.14887107244442,0.2180662251655629,54.51655629139073
89618921d57ffff,Whitefield,PARKING IN A MAIN ROAD,69.13915543900397,0.06754966887417219,16.887417218543046
89601458413ffff,Vijayanagara,WRONG PARKING,69.09273167821952,0.03679470198675497,9.198675496688741
8960145b587ffff,Chamarajpet,WRONG PARKING,69.00042809398218,0.0959933774834437,23.998344370860927
89618925b93ffff,Wilson Garden,NO PARKING,68.98665738332528,0.06774834437086093,16.937086092715234
8960145b593ffff,City Market,WRONG PARKING,68.69529422601252,0.3002980132450331,75.07450331125827
8960145a51bffff,Banashankari,PARKING IN A MAIN ROAD,68.34582304915143,0.08911258278145695,22.278145695364238
8960145b093ffff,High ground,NO PARKING,68.25861290028608,0.11728476821192053,29.321192052980134
8960145b33bffff,Malleshwaram,WRONG PARKING,68.22328841527236,0.10827814569536423,27.069536423841058
8960145b1abffff,Magadi Road,WRONG PARKING,68.1693336885045,0.7707218543046358,192.68046357615896
